Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5;coordonnees_gps
52348;NEUILLY L EVEQUE;52360;NEUILLY L EVEQUE;;47.9125415495, 5.45916596771
52351;NIJON;52150;NIJON;;48.1917177947, 5.60510608882
52352;NINVILLE;52800;NINVILLE;;48.0321546961, 5.30922833367
49194;MAZE MILON;49140;MAZE MILON;FONTAINE MILON;47.5412696168, -0.334422657003
49194;MAZE MILON;49630;MAZE MILON;;47.4461983754, -0.297232608581
49214;MONTREUIL JUIGNE;49460;MONTREUIL JUIGNE;JUIGNE BENE;47.5717691196, -0.578911791129
49215;MONTREUIL BELLAY;49260;MONTREUIL BELLAY;MERON;47.1403136814, -0.132740231974
49217;MONTREUIL SUR MAINE;49220;MONTREUIL SUR MAINE;;47.6290283416, -0.733017824354
49218;MONTREVAULT SUR EVRE;49110;MONTREVAULT SUR EVRE;LA SALLE ET CHAPELLE AUBRY;47.2803686932, -0.928193282699
49218;MONTREVAULT SUR EVRE;49600;MONTREVAULT SUR EVRE;LE PUISET DORE;47.2158259627, -0.988419647755
49231;NUAILLE;49340;NUAILLE;;47.1051947253, -0.750368480003
49240;LA PLAINE;49360;LA PLAINE;;47.0353791389, -0.681865691619
49244;MAUGES SUR LOIRE;49410;MAUGES SUR LOIRE;ST FLORENT LE VIEIL;47.3430346385, -0.869718190722
49271;ST CLEMENT DE LA PLACE;49370;ST CLEMENT DE LA PLACE;;47.5234772434, -0.840270654951
51079;BOUZY;51150;BOUZY;;49.0294111773, 4.16667797153
51084;BREBAN;51320;BREBAN;;48.7267171427, 4.30396433776
51093;BRUGNY VAUDANCOURT;51530;BRUGNY VAUDANCOURT;;49.0027738342, 3.92375906308
51109;CHALONS SUR VESLE;51140;CHALONS SUR VESLE;;49.3054268397, 3.83301253147
51115;CHAMPFLEURY;51500;CHAMPFLEURY;;49.1723800195, 4.04564192056
51145;CHENAY;51140;CHENAY;;49.3054268397, 3.83301253147
51152;CHIGNY LES ROSES;51500;CHIGNY LES ROSES;;49.1723800195, 4.04564192056
51158;VAL DES MARAIS;51130;VAL DES MARAIS;MORAINS;48.8827840053, 4.0351549525
51204;DAMERY;51480;DAMERY;;49.0992277183, 3.86714577675
51213;DOMMARTIN SOUS HANS;51800;DOMMARTIN SOUS HANS;;49.1199276224, 4.8358687485
51217;DORMANS;51700;DORMANS;;49.0741079676, 3.71485064458
51262;FRIGNICOURT;51300;FRIGNICOURT;;48.7342948519, 4.60628252938
51265;GAYE;51120;GAYE;;48.7149745875, 3.71343750718
51283;HANS;51800;HANS;;49.1199276224, 4.8358687485
51290;HEILTZ L EVEQUE;51340;HEILTZ L EVEQUE;;48.7580007478, 4.83466353894
51300;ISLE SUR MARNE;51290;ISLE SUR MARNE;;48.5969777002, 4.64247571558
51311;JUSSECOURT MINECOURT;51340;JUSSECOURT MINECOURT;;48.7580007478, 4.83466353894
51337;MAGNEUX;51170;MAGNEUX;;49.2286555587, 3.76316575705
51360;LE MEIX ST EPOING;51120;LE MEIX ST EPOING;;48.7149745875, 3.71343750718
51362;MERFY;51220;MERFY;;49.3404112551, 3.95866428913
51370;MOIREMONT;51800;MOIREMONT;;49.1199276224, 4.8358687485
51393;NANTEUIL LA FORET;51480;NANTEUIL LA FORET;;49.0992277183, 3.86714577675
51410;OEUILLY;51480;OEUILLY;;49.0992277183, 3.86714577675
51411;OGER;51190;OGER;;48.9639815903, 4.02338180898
51421;OYES;51120;OYES;;48.7149745875, 3.71343750718
51435;POCANCY;51130;POCANCY;;48.8827840053, 4.0351549525
51447;PROSNES;51400;PROSNES;;49.1183553439, 4.34139173225
51461;RILLY LA MONTAGNE;51500;RILLY LA MONTAGNE;;49.1723800195, 4.04564192056
51464;ROMAIN;51140;ROMAIN;;49.3054268397, 3.83301253147
51490;ST JEAN SUR MOIVRE;51240;ST JEAN SUR MOIVRE;;48.8713241468, 4.48928355914
51506;ST MEMMIE;51470;ST MEMMIE;;48.9418441799, 4.42855134186
51508;ST OUEN DOMPROT;51320;ST OUEN DOMPROT;;48.7267171427, 4.30396433776
51522;SAPIGNICOURT;52100;SAPIGNICOURT;;48.6465589409, 4.91218675887
80643;PROUZEL;80160;PROUZEL;;49.7511512754, 2.16207996445
80688;RUE;80120;RUE;;50.3005450298, 1.68432499024
80694;SAILLY LE SEC;80800;SAILLY LE SEC;;49.9016470659, 2.53555403839
80700;ST BLIMONT;80960;ST BLIMONT;;50.1207974447, 1.56516731632
80709;ST MAULVIS;80140;ST MAULVIS;;49.9469630616, 1.753960976
80713;ST QUENTIN EN TOURMONT;80120;ST QUENTIN EN TOURMONT;;50.3005450298, 1.68432499024
80719;STE SEGREE;80290;STE SEGREE;;49.7720118421, 1.95186211928
80734;SENTELIE;80160;SENTELIE;;49.7511512754, 2.16207996445
80744;TAILLY;80270;TAILLY L ARBRE A MOUCHES;;49.948357214, 1.92858154161
80761;TILLOY LES CONTY;80160;TILLOY LES CONTY;;49.7511512754, 2.16207996445
80770;TULLY;80130;TULLY;;50.0912781795, 1.52364516053
80779;VAUCHELLES LES QUESNOY;80132;VAUCHELLES LES QUESNOY;;50.1190953901, 1.81386374692
80789;VERMANDOVILLERS;80320;VERMANDOVILLERS;;49.8236869472, 2.82486732688
80794;VILLECOURT;80190;VILLECOURT;;49.7735190405, 2.91598423819
80798;VILLERS BOCAGE;80260;VILLERS BOCAGE;;49.9960804891, 2.34345425854
80799;VILLERS BRETONNEUX;80800;VILLERS BRETONNEUX;;49.9016470659, 2.53555403839
80800;VILLERS CAMPSART;80140;VILLERS CAMPSART;;49.9469630616, 1.753960976
80801;VILLERS CARBONNEL;80200;VILLERS CARBONNEL;;49.9092274559, 2.93799194086
80803;VILLERS LES ROYE;80700;VILLERS LES ROYE;;49.7015900422, 2.77539756139
80805;VILLERS TOURNELLE;80500;VILLERS TOURNELLE;;49.6644065445, 2.59300207796
80809;VISMES;80140;VISMES AU VAL;;49.9469630616, 1.753960976
80810;VITZ SUR AUTHIE;80150;VITZ SUR AUTHIE;;50.2392104009, 1.91827271095
81011;AMBRES;81500;AMBRES;;43.6942803788, 1.80373784495
80175;CARNOY;80300;CARNOY;;50.0227028619, 2.66061917471
80186;CHAULNES;80320;CHAULNES;;49.8236869472, 2.82486732688
80203;COLINCAMPS;80560;COLINCAMPS;;50.0734291376, 2.51202338922
80051;BAILLEUL;80490;BAILLEUL;;50.003393471, 1.8509393607
80058;BAYONVILLERS;80170;BAYONVILLERS;;49.8050137743, 2.68380397389
80065;BEAUCOURT SUR L ANCRE;80300;BEAUCOURT SUR L ANCRE;;50.0227028619, 2.66061917471
80095;BERTRANCOURT;80560;BERTRANCOURT;;50.0734291376, 2.51202338922
80097;BETHENCOURT SUR SOMME;80190;BETHENCOURT SUR SOMME;;49.7735190405, 2.91598423819
80098;BETTEMBOS;80290;BETTEMBOS;;49.7720118421, 1.95186211928
80102;BIACHES;80200;BIACHES;;49.9092274559, 2.93799194086
80105;BILLANCOURT;80190;BILLANCOURT;;49.7735190405, 2.91598423819
80115;BOUCHAVESNES BERGEN;80200;BOUCHAVESNES BERGEN;;49.9092274559, 2.93799194086
80119;BOUGAINVILLE;80540;BOUGAINVILLE;;49.872686231, 2.06894684401
80120;BOUILLANCOURT EN SERY;80220;BOUILLANCOURT EN SERY;;49.991665642, 1.59571342525
80122;BOUQUEMAISON;80600;BOUQUEMAISON;;50.1635098178, 2.34121033549
80123;BOURDON;80310;BOURDON;;49.9552776258, 2.09743129246
80125;BOUSSICOURT;80500;BOUSSICOURT;;49.6644065445, 2.59300207796
80128;BOUVINCOURT EN VERMANDOIS;80200;BOUVINCOURT EN VERMANDOIS;;49.9092274559, 2.93799194086
80135;BRAY LES MAREUIL;80580;BRAY LES MAREUIL;;50.0580760392, 1.88626484435
80201;COIGNEUX;80560;COIGNEUX;;50.0734291376, 2.51202338922
74135;GIEZ;74210;GIEZ;;45.7728684273, 6.25852210813
74143;LES HOUCHES;74310;LES HOUCHES;;45.9075030886, 6.79745986726
74150;LOISIN;74140;LOISIN;;46.3015215277, 6.32063415065
74151;LORNAY;74150;LORNAY;;45.8869887295, 5.94373659019
74155;LULLIN;74470;LULLIN;;46.2514067393, 6.54608924177
88351;PLOMBIERES LES BAINS;88370;PLOMBIERES LES BAINS;RUAUX;47.9937026909, 6.4494827214
88352;POMPIERRE;88300;POMPIERRE;;48.3526627725, 5.74997889486
88357;POUSSAY;88500;POUSSAY;;48.3096022537, 6.09770979133
88359;PREY;88600;PREY;;48.2228084318, 6.69811489698
88361;PROVENCHERES ET COLROY;88490;PROVENCHERES ET COLROY;COLROY LA GRANDE;48.3052037465, 7.10759475498
88372;RAON L ETAPE;88110;RAON L ETAPE;;48.4500564784, 6.97091495001
88383;REMIREMONT;88200;REMIREMONT;;48.0187075371, 6.60603974178
88388;RENAUVOID;88390;RENAUVOID;;48.1761406622, 6.34560766838
88392;ROCOURT;88320;ROCOURT;;48.0700985152, 5.80353895262
88403;ROZEROTTE;88500;ROZEROTTE;;48.3096022537, 6.09770979133
88406;RUGNEY;88130;RUGNEY;;48.3747347208, 6.26602319198
88408;RUPT SUR MOSELLE;88360;RUPT SUR MOSELLE;;47.9275982656, 6.67734911799
88411;ST BASLEMONT;88260;ST BASLEMONT;;48.1086468288, 6.07770211753
88416;ST GENEST;88700;ST GENEST;;48.3561610779, 6.64537950022
88417;ST GORGON;88700;ST GORGON;;48.3561610779, 6.64537950022
88418;STE HELENE;88700;STE HELENE;;48.3561610779, 6.64537950022
88419;ST JEAN D ORMONT;88210;ST JEAN D ORMONT;;48.3912277353, 7.02059239763
88423;ST LEONARD;88650;ST LEONARD;;48.2058834977, 6.95656032842
88426;ST MAURICE SUR MOSELLE;88560;ST MAURICE SUR MOSELLE;;47.8464941122, 6.85473877602
88431;ST PAUL;88170;ST PAUL;;48.3247219784, 5.86762951575
88435;ST REMY;88480;ST REMY;;48.3578241534, 6.83459479111
88443;SARTES;88300;SARTES;;48.3526627725, 5.74997889486
88445;SAULCY SUR MEURTHE;88580;SAULCY SUR MEURTHE;;48.2420514631, 6.9497997825
88447;SAULXURES SUR MOSELOTTE;88290;SAULXURES SUR MOSELOTTE;;47.9540952189, 6.76680969694
88448;SAUVILLE;88140;SAUVILLE;;48.182022783, 5.80741465936
88456;SEROCOURT;88320;SEROCOURT;;48.0700985152, 5.80353895262
88457;SIONNE;88630;SIONNE;;48.4264819751, 5.67266104464
88462;LE SYNDICAT;88120;LE SYNDICAT;;48.0216912949, 6.74452235991
88462;LE SYNDICAT;88120;LE SYNDICAT;JULIENRUPT;48.0216912949, 6.74452235991
88468;LE THILLOT;88160;LE THILLOT;;47.8910254018, 6.78612164116
88470;LE THOLY;88530;LE THOLY;BOUVACOTE;48.0852406406, 6.73632940481
88471;LES THONS;88410;LES THONS;;48.0079151112, 5.95678282406
88486;VAGNEY;88120;VAGNEY;;48.0216912949, 6.74452235991
88489;VALLEROY AUX SAULES;88270;VALLEROY AUX SAULES;;48.1930149625, 6.21842096929
88496;VAUDONCOURT;88140;VAUDONCOURT;;48.182022783, 5.80741465936
88500;VENTRON;88310;VENTRON;;47.9567015163, 6.87250847131
88501;LE VERMONT;88210;LE VERMONT;;48.3912277353, 7.02059239763
88504;VICHEREY;88170;VICHEREY;;48.3247219784, 5.86762951575
88506;VIEUX MOULIN;88210;VIEUX MOULIN;;48.3912277353, 7.02059239763
89001;ACCOLAY;89460;ACCOLAY;;47.6637745179, 3.68045501565
89024;AUXERRE;89000;AUXERRE;;47.8006402501, 3.56347649804
89025;AVALLON;89200;AVALLON;;47.510162817, 3.88913580057
89037;BEON;89410;BEON;;47.9724194151, 3.31445831227
89040;BESSY SUR CURE;89270;BESSY SUR CURE;;47.6119078009, 3.74587483538
89068;CHABLIS;89800;CHABLIS;;47.7904940717, 3.79065013362
89132;CRY;89390;CRY;;47.70341613, 4.2240121649
89149;DYE;89360;DYE;;47.9420663145, 3.84750335984
89165;FLACY;89190;FLACY;;48.2459686813, 3.51900151946
89170;FOISSY LES VEZELAY;89450;FOISSY LES VEZELAY;;47.4456860508, 3.76415147014
89182;FOURONNES;89560;FOURONNES;;47.6134740976, 3.44560767581
89183;FRESNES;89310;FRESNES;;47.6929528372, 4.00136531416
89199;GY L EVEQUE;89580;GY L EVEQUE;;47.688760884, 3.5467310439
76730;VEAUVILLE LES QUELLES;76560;VEAUVILLE LES QUELLES;;49.7257116216, 0.791799762014
76733;VENTES ST REMY;76680;VENTES ST REMY;;49.6749469501, 1.28795633679
76743;VILLERS ECALLES;76360;VILLERS ECALLES;;49.5442328015, 0.945102763311
76744;VILLERS SOUS FOUCARMONT;76340;VILLERS SOUS FOUCARMONT;;49.8827796444, 1.59743945705
76746;VINNEMERVILLE;76540;VINNEMERVILLE;;49.7570077564, 0.523798637411
76750;YAINVILLE;76480;YAINVILLE;;49.4756537781, 0.881261828892
76752;YERVILLE;76760;YERVILLE;;49.6677030275, 0.908405860625
76755;YPREVILLE BIVILLE;76540;YPREVILLE BIVILLE;YPREVILLE;49.7570077564, 0.523798637411
77004;ANDREZEL;77390;ANDREZEL;;48.6400377042, 2.79774834492
77006;ARBONNE LA FORET;77630;ARBONNE LA FORET;;48.4243787367, 2.57257810234
77007;ARGENTIERES;77390;ARGENTIERES;;48.6400377042, 2.79774834492
77008;ARMENTIERES EN BRIE;77440;ARMENTIERES EN BRIE;;49.0212011816, 3.05011291504
77062;CARNETIN;77400;CARNETIN;;48.8816806976, 2.70264618038
77078;CHAMIGNY;77260;CHAMIGNY;;48.9692370904, 3.12481512651
77423;ST MARTIN DES CHAMPS;77320;ST MARTIN DES CHAMPS;;48.7632652303, 3.31883214084
77425;ST MARTIN EN BIERE;77630;ST MARTIN EN BIERE;;48.4243787367, 2.57257810234
77474;TRILBARDOU;77450;TRILBARDOU;;48.9197013165, 2.80318191468
77485;LE VAUDOUE;77123;LE VAUDOUE;;48.3612793646, 2.50123990973
77026;BEAUCHERY ST MARTIN;77560;BEAUCHERY ST MARTIN;ST MARTIN CHENNETRON;48.6366559441, 3.38263980516
77043;BOITRON;77750;BOITRON;;48.9148071078, 3.22989278872
77066;CERNEUX;77320;CERNEUX;;48.7632652303, 3.31883214084
77093;LA CHAPELLE MOUTILS;77320;LA CHAPELLE MOUTILS;;48.7632652303, 3.31883214084
77094;CHARMENTRAY;77410;CHARMENTRAY;;48.9493778355, 2.7161171355
77100;LE CHATELET EN BRIE;77820;LE CHATELET EN BRIE;;48.5045041989, 2.83445609947
77101;CHATENAY SUR SEINE;77126;CHATENAY SUR SEINE;;48.4261598514, 3.09512447411
77109;CHENOISE;77160;CHENOISE;;48.5896767151, 3.24326653179
77112;CHEVRAINVILLIERS;77760;CHEVRAINVILLIERS;;48.2952371456, 2.54278715647
77136;COURQUETAINE;77390;COURQUETAINE;;48.6400377042, 2.79774834492
77145;CRISENOY;77390;CRISENOY;;48.6400377042, 2.79774834492
77153;DAMMARTIN EN GOELE;77230;DAMMARTIN EN GOELE;;49.0375720104, 2.68011471653
77169;EMERAINVILLE;77184;EMERAINVILLE;MALNOUE;48.8191814737, 2.61008151215
77174;EVERLY;77157;EVERLY;;48.4599807515, 3.26360313949
77176;FAREMOUTIERS;77515;FAREMOUTIERS;;48.791262965, 2.99641701486
77184;FLAGY;77940;FLAGY;;48.3010302243, 2.97851595666
77185;FLEURY EN BIERE;77930;FLEURY EN BIERE;;48.4690092081, 2.55644926131
77212;GRAVON;77118;GRAVON;;48.3962434685, 3.16889442918
77225;LA HAUTE MAISON;77580;LA HAUTE MAISON;;48.8615810668, 2.95011085183
77233;IVERNY;77165;IVERNY;;49.02999445, 2.80817344589
77237;JOSSIGNY;77600;JOSSIGNY;;48.8361794738, 2.73226890342
77239;JOUY LE CHATEL;77970;JOUY LE CHATEL;;48.6629667533, 3.14093688522
77244;LARCHANT;77760;LARCHANT;;48.2952371456, 2.54278715647
77248;LESCHES;77450;LESCHES;;48.9197013165, 2.80318191468
77254;LIVERDY EN BRIE;77220;LIVERDY EN BRIE;;48.7441435085, 2.75833565592
77342;OBSONVILLE;77890;OBSONVILLE;;48.1786433192, 2.5341392437
77442;SAMOREAU;77210;SAMOREAU;;48.417089136, 2.75506799012
77487;VAUX LE PENIL;77000;VAUX LE PENIL;;48.5229543545, 2.67825416798
77498;VIGNELY;77450;VIGNELY;;48.9197013165, 2.80318191468
70526;VAUVILLERS;70210;VAUVILLERS;;47.9304958501, 6.10069195539
70527;VAUX LE MONCELOT;70700;VAUX LE MONCELOT;;47.4220455151, 5.83192580295
70535;VELLEGUINDRY ET LEVRECEY;70000;VELLEGUINDRY ET LEVRECEY;;47.6011380255, 6.15589374132
70544;LA VERGENNE;70200;LA VERGENNE;;47.6775063744, 6.50353320831
70555;LA VILLEDIEU EN FONTENETTE;70160;LA VILLEDIEU EN FONTENETTE;;47.7821357866, 6.09657961176
70561;VILLERSEXEL;70110;VILLERSEXEL;;47.5606005441, 6.44969851367
70568;VILLERS VAUDEY;70120;VILLERS VAUDEY;;47.6952639398, 5.81680839597
70572;VITREY SUR MANCE;70500;VITREY SUR MANCE;;47.8418489668, 5.8916124162
70575;VORAY SUR L OGNON;70190;VORAY SUR L OGNON;;47.4343544936, 6.05247846774
70576;VOUGECOURT;70500;VOUGECOURT;;47.8418489668, 5.8916124162
71011;ANZY LE DUC;71110;ANZY LE DUC;;46.2944340166, 4.06412845219
71021;BARON;71120;BARON;;46.4335377061, 4.29626502013
71027;BEAUREPAIRE EN BRESSE;71580;BEAUREPAIRE EN BRESSE;;46.626069653, 5.35082345743
71028;BEAUVERNOIS;71270;BEAUVERNOIS;;46.8994601906, 5.25743617076
71034;BISSEY SOUS CRUCHAUD;71390;BISSEY SOUS CRUCHAUD;;46.7093014111, 4.67452428394
71040;BLANZY;71450;BLANZY;;46.7042190085, 4.39304672537
71042;BONNAY;71460;BONNAY;;46.5998827006, 4.62678992688
71047;BOURBON LANCY;71140;BOURBON LANCY;;46.6538141146, 3.76925804598
71051;BOUZERON;71150;BOUZERON;;46.8899623653, 4.7691212815
71052;BOYER;71700;BOYER;;46.545844055, 4.87188465339
71054;BRAGNY SUR SAONE;71350;BRAGNY SUR SAONE;;46.9191804565, 5.01728038067
71060;BRIANT;71110;BRIANT;;46.2944340166, 4.06412845219
71068;BURZY;71460;BURZY;;46.5998827006, 4.62678992688
71070;BUXY;71390;BUXY;;46.7093014111, 4.67452428394
71084;CHANES;71570;CHANES;;46.2281804382, 4.74594921623
71090;LA CHAPELLE DE GUINCHAY;71570;LA CHAPELLE DE GUINCHAY;PONTANEVAUX;46.2281804382, 4.74594921623
71092;LA CHAPELLE NAUDE;71500;LA CHAPELLE NAUDE;;46.6399038346, 5.22168124101
71104;CHARNAY LES CHALON;71350;CHARNAY LES CHALON;;46.9191804565, 5.01728038067
71105;CHARNAY LES MACON;71850;CHARNAY LES MACON;;46.3041485683, 4.78697709545
71108;CHASSELAS;71570;CHASSELAS;;46.2281804382, 4.74594921623
71119;CHAUDENAY;71150;CHAUDENAY;;46.8899623653, 4.7691212815
71124;CHENOVES;71390;CHENOVES;;46.7093014111, 4.67452428394
71128;CHIDDES;71220;CHIDDES;;46.4917423764, 4.43217403494
71136;CLESSY;71130;CLESSY;;46.6084802197, 4.0142540123
71142;LA COMELLE;71990;LA COMELLE;;46.9426625414, 4.10521172287
71189;EPERVANS;71380;EPERVANS;;46.7753179262, 4.92186560965
71190;EPINAC;71360;EPINAC;;46.9859754848, 4.4923679913
71193;ETRIGNY;71240;ETRIGNY;CHAMPLIEU;46.6465695916, 4.84963105442
71196;LE FAY;71580;LE FAY;;46.626069653, 5.35082345743
71204;FRAGNES LA LOYERE;71530;FRAGNES LA LOYERE;;46.8388869017, 4.87612871845
71206;LA FRETTE;71440;LA FRETTE;;46.688182095, 5.1006718045
71209;FRONTENAUD;71580;FRONTENAUD;;46.626069653, 5.35082345743
71229;LES GUERREAUX;71160;LES GUERREAUX;;46.5259433972, 3.94371544939
71231;LA GUICHE;71220;LA GUICHE;;46.4917423764, 4.43217403494
71235;HURIGNY;71870;HURIGNY;;46.3631972842, 4.80026769579
71236;IGE;71960;IGE;;46.3488393103, 4.71662195567
71244;JOUVENCON;71290;JOUVENCON;;46.5784304657, 5.00430819509
71245;JUGY;71240;JUGY;;46.6465695916, 4.84963105442
71246;JUIF;71440;JUIF;;46.688182095, 5.1006718045
71251;LAIZY;71190;LAIZY;;46.8468031748, 4.20350547336
71252;LALHEUE;71240;LALHEUE;;46.6465695916, 4.84963105442
71257;LESSARD LE NATIONAL;71530;LESSARD LE NATIONAL;;46.8388869017, 4.87612871845
71263;LOUHANS;71500;LOUHANS;;46.6399038346, 5.22168124101
04075;ENTREPIERRES;04200;ENTREPIERRES;VILHOSC;44.2004441719, 5.9040305038
04081;ESPARRON DE VERDON;04800;ESPARRON DE VERDON;;43.7622916617, 5.91644609387
04087;FONTIENNE;04230;FONTIENNE;;44.0612968723, 5.79443047594
04101;LARDIERS;04230;LARDIERS;;44.0612968723, 5.79443047594
04108;MALIJAI;04510;MALIJAI;CHENERILLES;44.0399432995, 6.10204866093
04109;MALLEFOUGASSE AUGES;04230;MALLEFOUGASSE AUGES;;44.0612968723, 5.79443047594
04113;MARCOUX;04420;MARCOUX;;44.1915370123, 6.39634951994
04123;MISON;04200;MISON;;44.2004441719, 5.9040305038
04128;MONTFURON;04110;MONTFURON;;43.8916683582, 5.655629925
04133;MORIEZ;04170;MORIEZ;;44.0283793714, 6.53951156663
04135;MOUSTIERS STE MARIE;04360;MOUSTIERS STE MARIE;;43.8382123386, 6.22822943235
04144;LA PALUD SUR VERDON;04120;LA PALUD SUR VERDON;CHATEAUNEUF LES MOUSTIERS;43.8281340441, 6.48115762991
04155;PRADS HAUTE BLEONE;04420;PRADS HAUTE BLEONE;MARIAUD;44.1915370123, 6.39634951994
04157;PUIMOISSON;04410;PUIMOISSON;;43.8849946548, 6.15663492635
04177;HAUTES DUYES;04380;HAUTES DUYES;AURIBEAU;44.1606174491, 6.13108296701
04183;ST JULIEN DU VERDON;04170;ST JULIEN DU VERDON;;44.0283793714, 6.53951156663
04190;ST MARTIN LES EAUX;04300;ST MARTIN LES EAUX;;43.9526541708, 5.78676872287
04195;ST PONS;04400;ST PONS;;44.3554624604, 6.65679459978
04226;UVERNET FOURS;04400;UVERNET FOURS;PRA LOUP;44.3554624604, 6.65679459978
04228;VALAVOIRE;04250;VALAVOIRE;;44.3409779854, 6.11647395481
05006;L ARGENTIERE LA BESSEE;05120;L ARGENTIERE LA BESSEE;;44.8094841001, 6.52475602144
05012;BARATIER;05200;BARATIER;;44.5288516779, 6.5354706642
05016;LA BATIE MONTSALEON;05700;LA BATIE MONTSALEON;;44.3940115409, 5.69370523608
05023;BRIANCON;05100;BRIANCON;;44.9491518655, 6.66040427296
05047;EOURRES;05300;EOURRES;;44.2953436251, 5.81680688288
05072;LAYE;05500;LAYE;;44.7016544828, 6.08603823073
05073;LAZER;05300;LAZER;;44.2953436251, 5.81680688288
05088;MONTMORIN;05150;MONTMORIN;;44.4053296204, 5.53147838239
05095;LE NOYER;05500;LE NOYER;;44.7016544828, 6.08603823073
05103;LE POET;05300;LE POET;;44.2953436251, 5.81680688288
05112;RABOU;05400;RABOU;;44.5486285358, 5.89356073286
05114;REALLON;05160;REALLON;;44.5645200462, 6.36522312148
05118;VAL BUECH MEOUGE;05300;VAL BUECH MEOUGE;CHATEAUNEUF DE CHABRE;44.2953436251, 5.81680688288
05118;VAL BUECH MEOUGE;05300;VAL BUECH MEOUGE;RIBIERS;44.2953436251, 5.81680688288
05134;ST CLEMENT SUR DURANCE;05600;ST CLEMENT SUR DURANCE;;44.6692655644, 6.68957697025
05135;STE COLOMBE;05700;STE COLOMBE;;44.3940115409, 5.69370523608
05139;LE DEVOLUY;05250;LE DEVOLUY;AGNIERES EN DEVOLUY;44.6849532625, 5.89081686523
05139;LE DEVOLUY;05250;LE DEVOLUY;ST DISDIER;44.6849532625, 5.89081686523
05139;LE DEVOLUY;05250;LE DEVOLUY;SUPERDEVOLUY;44.6849532625, 5.89081686523
05145;ST JEAN ST NICOLAS;05260;ST JEAN ST NICOLAS;;44.6914774663, 6.23838338472
05155;ST PIERRE AVEZ;05300;ST PIERRE AVEZ;;44.2953436251, 5.81680688288
05158;LE SAIX;05400;LE SAIX;;44.5486285358, 5.89356073286
05162;LA SAULCE;05110;LA SAULCE;;44.4207763545, 5.95755460075
05167;SIGOTTIER;05700;SIGOTTIER;;44.3940115409, 5.69370523608
05170;TALLARD;05130;TALLARD;;44.47463423, 6.07115891935
05182;VILLAR LOUBIERE;05800;VILLAR LOUBIERE;;44.8037455083, 6.14432852349
06011;BEAULIEU SUR MER;06310;BEAULIEU SUR MER;;43.7085739948, 7.33186986482
06013;BELVEDERE;06450;BELVEDERE;;44.0250774334, 7.30840268234
06015;BERRE LES ALPES;06390;BERRE LES ALPES;;43.8299178598, 7.30988628013
06020;LA BOLLENE VESUBIE;06450;LA BOLLENE VESUBIE;;44.0250774334, 7.30840268234
06033;CARROS;06510;CARROS;;43.8113668686, 7.12413320306
06034;CASTAGNIERS;06670;CASTAGNIERS;;43.8396133826, 7.24053222455
06035;CASTELLAR;06500;CASTELLAR;;43.8073366872, 7.47793852475
06041;CIPIERES;06620;CIPIERES;;43.7673356275, 6.94848216496
06043;COARAZE;06390;COARAZE;;43.8299178598, 7.30988628013
06048;CONTES;06390;CONTES;;43.8299178598, 7.30988628013
06059;EZE;06360;EZE;;43.729145316, 7.36098672759
06060;FALICON;06950;FALICON;;43.7524734133, 7.26485123417
06061;LES FERRES;06510;LES FERRES;;43.8113668686, 7.12413320306
06067;GORBIO;06500;GORBIO;;43.8073366872, 7.47793852475
06079;MANDELIEU LA NAPOULE;06210;MANDELIEU LA NAPOULE;;43.5382980817, 6.91782917147
06084;MOUANS SARTOUX;06370;MOUANS SARTOUX;;43.6185114437, 6.96458568918
06088;NICE;06100;NICE;;43.7122279855, 7.23752896461
06100;REVEST LES ROCHES;06830;REVEST LES ROCHES;;43.8756018878, 7.1426953573
06108;LA ROQUETTE SUR SIAGNE;06550;LA ROQUETTE SUR SIAGNE;;43.5852300356, 6.94977873957
06110;ROUBION;06420;ROUBION;;44.0921620509, 7.1270670762
06116;ST AUBAN;06850;ST AUBAN;;43.8467484238, 6.75541099886
06120;ST ETIENNE DE TINEE;06660;ST ETIENNE DE TINEE;AURON;44.2619230059, 6.89791152248
06132;SAORGE;06540;SAORGE;;43.9800223211, 7.52586230957
06134;SERANON;06750;SERANON;;43.7770802464, 6.7641665855
07322;THUEYTS;07330;THUEYTS;;44.6740067901, 4.11215645978
07326;USCLADES ET RIEUTORD;07510;USCLADES ET RIEUTORD;;44.7724320903, 4.10278815831
07327;UZER;07110;UZER;;44.5628974599, 4.2173201674
07343;VINEZAC;07110;VINEZAC;;44.5628974599, 4.2173201674
08005;ALINCOURT;08310;ALINCOURT;;49.3635077627, 4.43297841227
08013;ANGECOURT;08450;ANGECOURT;;49.6051172684, 4.92625814673
08026;AUBIGNY LES POTHEES;08150;AUBIGNY LES POTHEES;;49.8122244724, 4.52545242673
08030;AUGE;08380;AUGE;;49.91319612, 4.30466764624
08034;AUTRECOURT ET POURRON;08210;AUTRECOURT ET POURRON;;49.5753580184, 5.05747412854
08035;AUTRUCHE;08240;AUTRUCHE;;49.4367865299, 4.95899557171
08041;BAALONS;08430;BAALONS;;49.640530091, 4.63694395788
08262;LUCQUY;08300;LUCQUY;;49.4890710736, 4.33770775217
08294;LA MONCELLE;08140;LA MONCELLE;;49.7027985967, 5.05389161183
08302;MONTHERME;08800;MONTHERME;PHADE;49.898909719, 4.79046954849
08311;MOUZON;08210;MOUZON;AMBLIMONT;49.5753580184, 5.05747412854
