Code_commune_INSEE;Nom_commune;Code_postal;Libelle_acheminement;Ligne_5;coordonnees_gps
64345;LOHITZUN OYHERCQ;64120;LOHITZUN OYHERCQ;;43.3050617762, -1.05477457972
64346;LOMBIA;64160;LOMBIA;;43.3830432565, -0.231977829206
64372;MAURE;64460;MAURE;;43.3625245098, -0.0459145851164
64376;MEILLON;64510;MEILLON;;43.245640797, -0.282424726752
64391;MONCAYOLLE LARRORY MENDIBIEU;64130;MONCAYOLLE LARRORY MENDIBIEU;;43.2026932583, -0.893255791642
64394;MONPEZAT;64350;MONPEZAT;;43.4696224051, -0.1198178684
64396;MONT;64300;MONT;;43.4859974267, -0.75266936644
64398;MONTANER;64460;MONTANER;;43.3625245098, -0.0459145851164
64399;MONTARDON;64121;MONTARDON;;43.3744840703, -0.360649842096
64491;ST MEDARD;64370;ST MEDARD;;43.4860703804, -0.580425369823
64501;SALLESPISSE;64300;SALLESPISSE;;43.4859974267, -0.75266936644
64508;SAUCEDE;64400;SAUCEDE;;43.1918951985, -0.642051267053
64514;SEBY;64410;SEBY;;43.5231887379, -0.442593033592
64523;SEVIGNACQ;64160;SEVIGNACQ;;43.3830432565, -0.231977829206
65106;BOURISP;65170;BOURISP;;42.7844554266, 0.249236861187
65115;CABANAC;65350;CABANAC;;43.2779016601, 0.195544066048
65123;CAMPAN;65710;CAMPAN;;42.9707906298, 0.166937174771
65138;CAUTERETS;65110;CAUTERETS;;42.851971691, -0.126897135719
65141;CAZAUX FRECHET ANERAN CAMORS;65240;CAZAUX FRECHET ANERAN CAMORS;ANERAN CAMORS;42.8315711949, 0.385912028349
65156;DOURS;65350;DOURS;;43.2779016601, 0.195544066048
65157;ENS;65170;ENS;;42.7844554266, 0.249236861187
65162;ESCONNETS;65130;ESCONNETS;;43.0681030312, 0.291772301589
65163;ESCOTS;65130;ESCOTS;;43.0681030312, 0.291772301589
65165;ESPARROS;65130;ESPARROS;;43.0681030312, 0.291772301589
65206;GOUDON;65190;GOUDON;;43.1910233781, 0.247081706859
65225;HOURC;65350;HOURC;;43.2779016601, 0.195544066048
65229;ILHEU;65370;ILHEU;;42.9421578306, 0.54711750308
65239;LABASTIDE;65130;LABASTIDE;;43.0681030312, 0.291772301589
65243;LAFITOLE;65700;LAFITOLE;;43.5049102666, 0.00690164253781
65351;OUSTE;65100;OUSTE;;43.0733136747, -0.0281562446131
65376;RECURT;65330;RECURT;;43.2121588456, 0.389695156566
65377;REJAUMONT;65300;REJAUMONT;;43.1395973216, 0.406662032374
65386;ST CREAC;65100;ST CREAC;;43.0733136747, -0.0281562446131
65391;STE MARIE;65370;STE MARIE;;42.9421578306, 0.54711750308
65400;SALLES;65400;SALLES;;42.9460232752, -0.163635149644
65401;SALLES ADOUR;65360;SALLES ADOUR;;43.1625190004, 0.105391850437
65412;SAUVETERRE;65700;SAUVETERRE;;43.5049102666, 0.00690164253781
65450;TRAMEZAIGUES;65170;TRAMEZAIGUES;;42.7844554266, 0.249236861187
65460;VIC EN BIGORRE;65500;VIC EN BIGORRE;;43.3758569196, 0.0367100001924
65469;VIEY;65120;VIEY;;42.8310164277, 0.0356881047595
66004;LES ANGLES;66210;LES ANGLES;;42.5768510498, 2.08522065901
66026;BROUILLA;66620;BROUILLA;;42.5750209747, 2.8946967291
66028;CABESTANY;66330;CABESTANY;;42.6790922841, 2.94584272247
66030;CALCE;66600;CALCE;;42.823790182, 2.85249357966
66037;CANET EN ROUSSILLON;66140;CANET EN ROUSSILLON;CANET PLAGE;42.6840532629, 3.01103032321
66041;CASES DE PENE;66600;CASES DE PENE;;42.823790182, 2.85249357966
66042;CASSAGNES;66720;CASSAGNES;;42.7715205784, 2.65389053936
66044;CASTELNOU;66300;CASTELNOU;;42.5999995128, 2.76196789204
66051;CLARA;66500;CLARA;;42.6387954741, 2.35409943996
66054;CONAT;66500;CONAT;;42.6387954741, 2.35409943996
66055;CORBERE;66130;CORBERE;;42.6444256201, 2.5993529819
66057;CORNEILLA DE CONFLENT;66820;CORNEILLA DE CONFLENT;;42.5365726469, 2.40581074719
66059;CORNEILLA DEL VERCOL;66200;CORNEILLA DEL VERCOL;;42.6141104205, 2.96373811685
66061;COUSTOUGES;66260;COUSTOUGES;;42.3859400236, 2.62616972995
66063;LES CLUSES;66480;LES CLUSES;;42.4667287992, 2.83075140133
66068;ESCARO;66360;ESCARO;;42.5209354388, 2.25593024652
63157;FAYET LE CHATEAU;63160;FAYET LE CHATEAU;;45.7170649925, 3.36945150555
63166;GIGNAT;63340;GIGNAT;;45.450400978, 3.19686495404
63176;HEUME L EGLISE;63210;HEUME L EGLISE;;45.7042185166, 2.84691568777
63201;LUZILLAT;63350;LUZILLAT;;45.9054085179, 3.36176229865
63213;LES MARTRES D ARTIERE;63430;LES MARTRES D ARTIERE;;45.8112884273, 3.24859330717
63218;MAYRES;63220;MAYRES;;45.4034964419, 3.70923207053
63221;MEDEYROLLES;63220;MEDEYROLLES;;45.4034964419, 3.70923207053
63224;MENETROL;63200;MENETROL;;45.9059997705, 3.12295819611
63265;ORLEAT;63190;ORLEAT;;45.817780708, 3.399916409
63267;PALLADUC;63550;PALLADUC;;45.9228930521, 3.6102507473
62801;SOUCHEZ;62153;SOUCHEZ;;50.3936626748, 2.71627583927
62824;TORTEFONTAINE;62140;TORTEFONTAINE;;50.3629507199, 2.0044166227
62826;LE TOUQUET PARIS PLAGE;62520;LE TOUQUET PARIS PLAGE;;50.5084197494, 1.59889500697
62828;TRAMECOURT;62310;TRAMECOURT;;50.5025485472, 2.11522289162
62836;VAUDRICOURT;62131;VAUDRICOURT;;50.4979995318, 2.63240823084
62838;VAULX;62390;VAULX;;50.2560013525, 2.12580845781
62868;WAIL;62770;WAIL;;50.3762730099, 2.12926905925
62871;WAMBERCOURT;62140;WAMBERCOURT;;50.3629507199, 2.0044166227
62887;WIDEHEM;62630;WIDEHEM;;50.551120902, 1.69769005391
62905;ZUDAUSQUES;62500;ZUDAUSQUES;;50.7591830774, 2.23290877714
62909;YTRES;62124;YTRES;;50.0912869006, 2.98262448984
63017;AUGNAT;63340;AUGNAT;;45.450400978, 3.19686495404
63020;AURIERES;63210;AURIERES;;45.7042185166, 2.84691568777
63022;AUZAT LA COMBELLE;63570;AUZAT LA COMBELLE;;45.4492336759, 3.34157709163
63023;AUZELLES;63590;AUZELLES;;45.630246547, 3.56815456434
63031;BEAULIEU;63570;BEAULIEU;;45.4492336759, 3.34157709163
63032;BEAUMONT;63110;BEAUMONT;;45.749937753, 3.08737208074
63035;BEAUREGARD VENDON;63460;BEAUREGARD VENDON;;45.9934157614, 3.09875798916
63076;CHAMBON SUR DOLORE;63980;CHAMBON SUR DOLORE;;45.5203885139, 3.57234672112
63143;EFFIAT;63260;EFFIAT;;46.0185019732, 3.21337186417
63153;ESPINCHAL;63850;ESPINCHAL;;45.4132189945, 2.81236528132
62796;SIMENCOURT;62123;SIMENCOURT;;50.2552331079, 2.62677592391
62830;TRESCAULT;62147;TRESCAULT;;50.1126051547, 3.07159688
62837;VAUDRINGHEM;62380;VAUDRINGHEM;;50.6840669393, 2.07902625888
62839;VAULX VRAUCOURT;62159;VAULX VRAUCOURT;;50.1507346874, 2.907151936
62840;VELU;62124;VELU;;50.0912869006, 2.98262448984
31057;BELBERAUD;31450;BELBERAUD;;43.4581236124, 1.5833540579
31059;BELBEZE EN COMMINGES;31260;BELBEZE EN COMMINGES;;43.0780731164, 0.95948991374
31068;BILLIERE;31110;BILLIERE;;42.78191254, 0.56401037404
31084;BOUSSENS;31360;BOUSSENS;;43.1506397958, 0.901962846495
31087;BRAGAYRAC;31470;BRAGAYRAC;;43.5120887102, 1.15865437582
31102;CAMBIAC;31460;CAMBIAC;;43.5298336726, 1.775181368
31103;CANENS;31310;CANENS;;43.2025563184, 1.23522167145
31108;CARDEILHAC;31350;CARDEILHAC;;43.2617771356, 0.682612296142
31116;CASTELGINEST;31780;CASTELGINEST;;43.6972106027, 1.43522045164
31121;CASTERA VIGNOLES;31350;CASTERA VIGNOLES;;43.2617771356, 0.682612296142
31127;CAUBOUS;31110;CAUBOUS;;42.78191254, 0.56401037404
31128;CAUJAC;31190;CAUJAC;;43.3507140411, 1.45030938384
31132;CAZAUX LAYRISSE;31440;CAZAUX LAYRISSE;;42.895421056, 0.722774837437
31141;CIADOUX;31350;CIADOUX;;43.2617771356, 0.682612296142
31148;CLERMONT LE FORT;31810;CLERMONT LE FORT;;43.4392556161, 1.44590848032
31153;COULADERE;31220;COULADERE;;43.2048781331, 1.06590521297
31156;COX;31480;COX;;43.7514588839, 1.05841015432
31166;EMPEAUX;31470;EMPEAUX;;43.5120887102, 1.15865437582
31173;ESPERCE;31190;ESPERCE;;43.3507140411, 1.45030938384
31175;ESTANCARBON;31800;ESTANCARBON;;43.1295079792, 0.734244860964
31177;EUP;31440;EUP;;42.895421056, 0.722774837437
31178;FABAS;31230;FABAS;;43.3503151774, 0.839491393325
31186;FONBEAUZARD;31140;FONBEAUZARD;;43.6948428019, 1.45487044416
31188;FONTENILLES;31470;FONTENILLES;;43.5120887102, 1.15865437582
31193;LE FOUSSERET;31430;LE FOUSSERET;;43.3073620316, 1.04308340458
31199;FRONSAC;31440;FRONSAC;;42.895421056, 0.722774837437
31209;GARAC;31480;GARAC;;43.7514588839, 1.05841015432
31212;GARIDECH;31380;GARIDECH;;43.7313738787, 1.57893148418
31231;GRAZAC;31190;GRAZAC;;43.3507140411, 1.45030938384
31237;HIS;31260;HIS;;43.0780731164, 0.95948991374
31243;JUZES;31540;JUZES;;43.4596062892, 1.87859164077
31246;LABARTHE INARD;31800;LABARTHE INARD;;43.1295079792, 0.734244860964
31247;LABARTHE RIVIERE;31800;LABARTHE RIVIERE;;43.1295079792, 0.734244860964
31248;LABARTHE SUR LEZE;31860;LABARTHE SUR LEZE;;43.4654456121, 1.39604999042
31250;LABASTIDE CLERMONT;31370;LABASTIDE CLERMONT;;43.4033226833, 1.09884102689
31251;LABASTIDE PAUMES;31230;LABASTIDE PAUMES;;43.3503151774, 0.839491393325
31252;LABASTIDE ST SERNIN;31620;LABASTIDE ST SERNIN;;43.8087715684, 1.39926623406
31256;LABRUYERE DORSA;31190;LABRUYERE DORSA;;43.3507140411, 1.45030938384
31263;LAGARDELLE SUR LEZE;31870;LAGARDELLE SUR LEZE;;43.3914758658, 1.36906768586
31264;LAGRACE DIEU;31190;LAGRACE DIEU;;43.3507140411, 1.45030938384
31267;LAHITERE;31310;LAHITERE;;43.2025563184, 1.23522167145
31268;LALOURET LAFFITEAU;31800;LALOURET LAFFITEAU;;43.1295079792, 0.734244860964
31270;LANDORTHE;31800;LANDORTHE;;43.1295079792, 0.734244860964
31276;LARROQUE;31580;LARROQUE;;43.1698379285, 0.548144792128
31278;LATOUE;31800;LATOUE;;43.1295079792, 0.734244860964
31295;LESPUGUE;31350;LESPUGUE;;43.2617771356, 0.682612296142
31305;LOUDET;31580;LOUDET;;43.1698379285, 0.548144792128
31314;MANCIOUX;31360;MANCIOUX;;43.1506397958, 0.901962846495
31346;MIREPOIX SUR TARN;31340;MIREPOIX SUR TARN;;43.8425556859, 1.50861783129
31355;MONS;31280;MONS;;43.5930942522, 1.59070902866
31358;MONTASTRUC LA CONSEILLERE;31380;MONTASTRUC LA CONSEILLERE;;43.7313738787, 1.57893148418
31362;MONTBERAUD;31220;MONTBERAUD;;43.2048781331, 1.06590521297
31366;MONTBRUN LAURAGAIS;31450;MONTBRUN LAURAGAIS;;43.4581236124, 1.5833540579
31367;MONTCLAR DE COMMINGES;31220;MONTCLAR DE COMMINGES;;43.2048781331, 1.06590521297
31375;MONTESQUIEU VOLVESTRE;31310;MONTESQUIEU VOLVESTRE;;43.2025563184, 1.23522167145
31378;MONTGAILLARD SUR SAVE;31350;MONTGAILLARD SUR SAVE;;43.2617771356, 0.682612296142
31386;MONTOULIEU ST BERNARD;31420;MONTOULIEU ST BERNARD;;43.2381139844, 0.875623449083
31389;MONTRABE;31850;MONTRABE;;43.6433615869, 1.54999438189
31395;MURET;31600;MURET;;43.4559681357, 1.28494990021
31396;NAILLOUX;31560;NAILLOUX;;43.3305600075, 1.62947796077
31401;NOUEILLES;31450;NOUEILLES;;43.4581236124, 1.5833540579
31402;ODARS;31450;ODARS;;43.4581236124, 1.5833540579
31403;ONDES;31330;ONDES;;43.7561775259, 1.23418291067
31411;PECHBUSQUE;31320;PECHBUSQUE;;43.5091044255, 1.47457796797
31414;PEYRISSAS;31420;PEYRISSAS;;43.2381139844, 0.875623449083
31415;PEYROUZET;31420;PEYROUZET;;43.2381139844, 0.875623449083
31419;LE PIN MURELET;31370;LE PIN MURELET;;43.4033226833, 1.09884102689
31421;PINS JUSTARET;31860;PINS JUSTARET;;43.4654456121, 1.39604999042
31425;LE PLAN;31220;LE PLAN;;43.2048781331, 1.06590521297
31436;POUY DE TOUGES;31430;POUY DE TOUGES;;43.3073620316, 1.04308340458
31439;PRESERVILLE;31570;PRESERVILLE;;43.5604439014, 1.65909968108
31440;PROUPIARY;31360;PROUPIARY;;43.1506397958, 0.901962846495
31442;PUYDANIEL;31190;PUYDANIEL;;43.3507140411, 1.45030938384
31443;PUYMAURIN;31230;PUYMAURIN;;43.3503151774, 0.839491393325
31444;PUYSSEGUR;31480;PUYSSEGUR;;43.7514588839, 1.05841015432
31446;RAMONVILLE ST AGNE;31520;RAMONVILLE ST AGNE;;43.5440367892, 1.47752432498
31454;RIEUMES;31370;RIEUMES;;43.4033226833, 1.09884102689
31456;RIOLAS;31230;RIOLAS;;43.3503151774, 0.839491393325
31459;ROQUESERIERE;31380;ROQUESERIERE;;43.7313738787, 1.57893148418
31460;ROQUETTES;31120;ROQUETTES;;43.5086807596, 1.39534123704
31473;ST CEZERT;31330;ST CEZERT;;43.7561775259, 1.23418291067
31476;ST ELIX LE CHATEAU;31430;ST ELIX LE CHATEAU;;43.3073620316, 1.04308340458
31477;ST ELIX SEGLAN;31420;ST ELIX SEGLAN;;43.2381139844, 0.875623449083
31483;ST GAUDENS;31800;ST GAUDENS;;43.1295079792, 0.734244860964
31484;ST GENIES BELLEVUE;31180;ST GENIES BELLEVUE;;43.6864958094, 1.52214716429
31512;ST PIERRE DE LAGES;31570;ST PIERRE DE LAGES;;43.5604439014, 1.65909968108
31518;ST THOMAS;31470;ST THOMAS;;43.5120887102, 1.15865437582
31521;SALEICH;31260;SALEICH;;43.0780731164, 0.95948991374
31532;SARREMEZAN;31350;SARREMEZAN;;43.2617771356, 0.682612296142
31534;SAUSSENS;31460;SAUSSENS;;43.5298336726, 1.775181368
31543;SENARENS;31430;SENARENS;;43.3073620316, 1.04308340458
31570;VAUX;31540;VAUX;;43.4596062892, 1.87859164077
31571;VENDINE;31460;VENDINE;;43.5298336726, 1.775181368
31592;LARRA;31330;LARRA;;43.7561775259, 1.23418291067
32003;ANTRAS;32360;ANTRAS;;43.7493591162, 0.491121152614
32005;ARBLADE LE HAUT;32110;ARBLADE LE HAUT;;43.7607594505, -0.0566322303434
32015;AUJAN MOURNEDE;32300;AUJAN MOURNEDE;;43.478819274, 0.43825644061
32038;BEAUPUY;32600;BEAUPUY;;43.6004537198, 1.07815040991
32081;CASTELNAVET;32290;CASTELNAVET;;43.6944718519, 0.110902132358
32087;CASTEX D ARMAGNAC;32240;CASTEX D ARMAGNAC;;43.8659312488, -0.143911869454
52307;MARAC;52260;MARAC;;47.9429449859, 5.2580157459
52331;LA PORTE DU DER;52220;LA PORTE DU DER;MONTIER EN DER;48.4589686366, 4.78360005929
52332;VAL DE MEUSE;52140;VAL DE MEUSE;PROVENCHERES SUR MEUSE;47.9980544198, 5.51712697387
52332;VAL DE MEUSE;52240;VAL DE MEUSE;LENIZEUL;48.0703177579, 5.52769658592
60285;GRANDVILLERS AUX BOIS;60190;GRANDVILLERS AUX BOIS;;49.4441474919, 2.63402054798
60320;IVORS;60141;IVORS;;49.1992405168, 3.02501632067
60347;LANNOY CUILLERE;60220;LANNOY CUILLERE;;49.6701380861, 1.7732703631
60348;LARBROYE;60400;LARBROYE;;49.570596222, 3.03778174468
60352;LATTAINVILLE;60240;LATTAINVILLE;;49.2430055349, 1.88749117657
60355;LAVERSINES;60510;LAVERSINES;;49.4379741166, 2.24664384318
60356;LAVILLETERTRE;60240;LAVILLETERTRE;;49.2430055349, 1.88749117657
60372;LUCHY;60360;LUCHY;;49.6178916656, 2.09525706644
60373;MACHEMONT;60150;MACHEMONT;;49.4815431132, 2.85458399413
60379;MAREUIL LA MOTTE;60490;MAREUIL LA MOTTE;;49.556415146, 2.73149689766
60388;MARTINCOURT;60112;MARTINCOURT;;49.5062949705, 2.00745335083
60392;MELICOCQ;60150;MELICOCQ;;49.4815431132, 2.85458399413
60418;MONTIERS;60190;MONTIERS;;49.4441474919, 2.63402054798
60440;MOYENNEVILLE;60190;MOYENNEVILLE;;49.4441474919, 2.63402054798
60461;NIVILLERS;60510;NIVILLERS;;49.4379741166, 2.24664384318
60468;NOURARD LE FRANC;60130;NOURARD LE FRANC;;49.4932409346, 2.41854119778
60476;OMECOURT;60220;OMECOURT;;49.6701380861, 1.7732703631
60484;OUDEUIL;60860;OUDEUIL;;49.5467911244, 2.02913194071
60485;OURSEL MAISON;60480;OURSEL MAISON;;49.5501193764, 2.22856678007
60493;PISSELEU;60860;PISSELEU;;49.5467911244, 2.02913194071
60503;LE PLOYRON;60420;LE PLOYRON;;49.5636453234, 2.55051414767
60509;PONT STE MAXENCE;60700;PONT STE MAXENCE;;49.3126437844, 2.60059059773
60521;QUINCAMPOIX FLEUZY;60220;QUINCAMPOIX FLEUZY;;49.6701380861, 1.7732703631
60522;QUINQUEMPOIX;60130;QUINQUEMPOIX;;49.4932409346, 2.41854119778
60533;RESSONS SUR MATZ;60490;RESSONS SUR MATZ;;49.556415146, 2.73149689766
60548;ROSOY EN MULTIEN;60620;ROSOY EN MULTIEN;;49.1331052887, 2.95794757109
60550;ROTHOIS;60690;ROTHOIS;;49.5767544168, 1.96574584182
60562;SACY LE GRAND;60700;SACY LE GRAND;;49.3126437844, 2.60059059773
61099;LA CHAPELLE SOUEF;61130;LA CHAPELLE SOUEF;;48.3285954203, 0.552655257465
61100;LA CHAPELLE VIEL;61270;LA CHAPELLE VIEL;;48.7128046725, 0.565898485852
61107;CIRAL;61320;CIRAL;;48.5604345646, -0.127275298699
61113;COMBLOT;61400;COMBLOT;;48.4945116635, 0.586458131238
61140;CRULAI;61300;CRULAI;;48.7504901636, 0.660134784459
61167;LA FERTE EN OUCHE;61550;LA FERTE EN OUCHE;BOCQUENCE;48.7987924766, 0.488599977728
61170;FLEURE;61200;FLEURE;;48.7402057264, -0.0318411062573
61195;LE GRAIS;61600;LE GRAIS;;48.5956941307, -0.336692342986
61196;LE GUE DE LA CHAINE;61130;LE GUE DE LA CHAINE;;48.3285954203, 0.552655257465
61211;JUVIGNY VAL D ANDAINE;61330;JUVIGNY VAL D ANDAINE;LUCE;48.5202783735, -0.60354646707
61211;JUVIGNY VAL D ANDAINE;61330;JUVIGNY VAL D ANDAINE;SEPT FORGES;48.5202783735, -0.60354646707
61224;LARRE;61250;LARRE;;48.4708532437, 0.079807061748
61230;LONGNY LES VILLAGES;61290;LONGNY LES VILLAGES;MALETABLE;48.5268185363, 0.799843312026
61230;LONGNY LES VILLAGES;61290;LONGNY LES VILLAGES;ST VICTOR DE RENO;48.5268185363, 0.799843312026
61232;LONLAY L ABBAYE;61700;LONLAY L ABBAYE;;48.6167127072, -0.618978701151
61260;LE MENIL DE BRIOUZE;61220;LE MENIL DE BRIOUZE;;48.6912403001, -0.398336415364
61263;MENIL ERREUX;61250;MENIL ERREUX;;48.4708532437, 0.079807061748
61277;LA MESNIERE;61560;LA MESNIERE;;48.5537454503, 0.466186712804
61283;MONTABARD;61160;MONTABARD;;48.8349522654, 0.0329751548696
61308;NEUVY AU HOULME;61210;NEUVY AU HOULME;;48.7855684657, -0.252751523402
61317;ORGERES;61230;ORGERES;;48.8021737548, 0.315026116316
61321;PACE;61250;PACE;;48.4708532437, 0.079807061748
61345;REMALARD EN PERCHE;61110;REMALARD EN PERCHE;DORCEAU;48.440685995, 0.83185325454
61350;LA ROCHE MABILE;61420;LA ROCHE MABILE;;48.4829812527, -0.0377038824512
61370;ST BRICE;61700;ST BRICE;;48.6167127072, -0.618978701151
61371;ST BRICE SOUS RANES;61150;ST BRICE SOUS RANES;;48.689271735, -0.160878678155
61379;ST CYR LA ROSIERE;61130;ST CYR LA ROSIERE;;48.3285954203, 0.552655257465
61397;ST GERMAIN DU CORBEIS;61000;ST GERMAIN DU CORBEIS;;48.4294187763, 0.088345615329
61399;ST GERVAIS DES SABLONS;61160;ST GERVAIS DES SABLONS;;48.8349522654, 0.0329751548696
61411;ST JOUIN DE BLAVOU;61360;ST JOUIN DE BLAVOU;;48.4241783634, 0.439705052972
61419;STE MARGUERITE DE CARROUGES;61320;STE MARGUERITE DE CARROUGES;;48.5604345646, -0.127275298699
61427;ST MARTIN L AIGUILLON;61320;ST MARTIN L AIGUILLON;;48.5604345646, -0.127275298699
61442;ST PATRICE DU DESERT;61600;ST PATRICE DU DESERT;;48.5956941307, -0.336692342986
61460;SAP EN AUGE;61470;SAP EN AUGE;LE SAP;48.9094876471, 0.356722862934
61461;LE SAP ANDRE;61230;LE SAP ANDRE;;48.8021737548, 0.315026116316
61464;SEES;61500;SEES;;48.5847584341, 0.153667553772
61466;LA SELLE LA FORGE;61100;LA SELLE LA FORGE;;48.7672025982, -0.554045579271
61468;SENTILLY;61150;SENTILLY;;48.689271735, -0.160878678155
61476;SURE;61360;SURE;;48.4241783634, 0.439705052972
61484;VAL AU PERCHE;61260;VAL AU PERCHE;MALE;48.2308054852, 0.743916298767
61486;TINCHEBRAY BOCAGE;61800;TINCHEBRAY BOCAGE;BEAUCHENE;48.7506646521, -0.721947401211
61491;TOUROUVRE AU PERCHE;61190;TOUROUVRE AU PERCHE;PREPOTIN;48.6388542331, 0.724411642307
61494;TRUN;61160;TRUN;;48.8349522654, 0.0329751548696
61500;LA VENTROUZE;61190;LA VENTROUZE;;48.6388542331, 0.724411642307
61502;VIDAI;61360;VIDAI;;48.4241783634, 0.439705052972
61507;VILLIERS SOUS MORTAGNE;61400;VILLIERS SOUS MORTAGNE;;48.4945116635, 0.586458131238
61508;VIMOUTIERS;61120;VIMOUTIERS;;48.8979629292, 0.218290083963
61510;VITRAI SOUS LAIGLE;61300;VITRAI SOUS LAIGLE;;48.7504901636, 0.660134784459
62007;ACQ;62144;ACQ;;50.3578850683, 2.67826739933
62011;AGNEZ LES DUISANS;62161;AGNEZ LES DUISANS;;50.3152704012, 2.69028460141
62016;AIRON ST VAAST;62180;AIRON ST VAAST;;50.3891048525, 1.66885337688
62018;AIX EN ISSART;62170;AIX EN ISSART;;50.4710403377, 1.76751001891
62023;ALLOUAGNE;62157;ALLOUAGNE;;50.5321289482, 2.50476847832
62025;AMBLETEUSE;62164;AMBLETEUSE;;50.8206720031, 1.61493156182
62032;ANGRES;62143;ANGRES;;50.410493959, 2.75180387692
58278;SERMOISE SUR LOIRE;58000;SERMOISE SUR LOIRE;;46.9644333624, 3.17459118159
58289;TERNANT;58250;TERNANT;;46.8026569095, 3.7623321984
58295;TRACY SUR LOIRE;58150;TRACY SUR LOIRE;;47.3141169585, 3.01884186422
59002;ABSCON;59215;ABSCON;;50.3278360338, 3.2977204551
59017;ARMENTIERES;59280;ARMENTIERES;LE BIZET;50.6683510107, 2.87630050545
59028;AUBY;59950;AUBY;;50.4143759518, 3.06120580228
59029;AUCHY LEZ ORCHIES;59310;AUCHY LEZ ORCHIES;;50.4756550668, 3.24690119502
59042;BACHY;59830;BACHY;;50.5603924878, 3.23305636879
59044;BAISIEUX;59780;BAISIEUX;;50.6106542416, 3.2436665711
59051;LA BASSEE;59480;LA BASSEE;;50.5558128425, 2.82300533087
59052;BAUVIN;59221;BAUVIN;;50.5162330076, 2.89300264366
59053;BAVAY;59570;BAVAY;LOUVIGNIES BAVAY;50.3076854397, 3.80843098031
59055;BAZUEL;59360;BAZUEL;;50.0869230183, 3.58161803685
77205;GESVRES LE CHAPITRE;77165;GESVRES LE CHAPITRE;;49.02999445, 2.80817344589
77209;GOUVERNES;77400;GOUVERNES;;48.8816806976, 2.70264618038
77222;GUIGNES;77390;GUIGNES;;48.6400377042, 2.79774834492
77247;LESCHEROLLES;77320;LESCHEROLLES;;48.7632652303, 3.31883214084
77260;LONGUEVILLE;77650;LONGUEVILLE;;48.5152037389, 3.24054822685
77264;LUMIGNY NESLES ORMEAUX;77540;LUMIGNY NESLES ORMEAUX;ORMEAUX;48.6871810178, 2.97337841043
77274;MARCILLY;77139;MARCILLY;;49.0542002868, 2.91324246435
77279;MAROLLES SUR SEINE;77130;MAROLLES SUR SEINE;;48.3779377733, 2.96426271153
77286;MEIGNEUX;77520;MEIGNEUX;;48.4787752425, 3.12194735393
77290;MERY SUR MARNE;77730;MERY SUR MARNE;;48.9602103424, 3.21952971251
77302;MONTCOURT FROMONVILLE;77140;MONTCOURT FROMONVILLE;;48.2750471622, 2.70959190478
77321;MOUSSEAUX LES BRAY;77480;MOUSSEAUX LES BRAY;;48.4107576867, 3.29924400161
77322;MOUSSY LE NEUF;77230;MOUSSY LE NEUF;;49.0375720104, 2.68011471653
77329;NANTEAU SUR LUNAIN;77710;NANTEAU SUR LUNAIN;;48.2430767523, 2.88428828636
77331;NANTEUIL SUR MARNE;77730;NANTEUIL SUR MARNE;;48.9602103424, 3.21952971251
77336;NEUFMOUTIERS EN BRIE;77610;NEUFMOUTIERS EN BRIE;;48.733632054, 2.85536623292
77341;NOYEN SUR SEINE;77114;NOYEN SUR SEINE;;48.4693763813, 3.34027903986
77344;OISSERY;77178;OISSERY;;49.0712863864, 2.81026251267
77357;PECY;77970;PECY;;48.6629667533, 3.14093688522
77367;LE PLESSIS PLACY;77440;LE PLESSIS PLACY;;49.0212011816, 3.05011291504
77370;POLIGNY;77167;POLIGNY;;48.2322771865, 2.71472288232
77371;POMMEUSE;77515;POMMEUSE;;48.791262965, 2.99641701486
77372;POMPONNE;77400;POMPONNE;LA POMPONNETTE;48.8816806976, 2.70264618038
77383;RAMPILLON;77370;RAMPILLON;;48.5606029777, 3.03744473884
77394;RUBELLES;77950;RUBELLES;;48.5738526106, 2.69879445507
77396;RUPEREUX;77560;RUPEREUX;;48.6366559441, 3.38263980516
77402;ST BARTHELEMY;77320;ST BARTHELEMY;;48.7632652303, 3.31883214084
77403;ST BRICE;77160;ST BRICE;;48.5896767151, 3.24326653179
77408;ST FIACRE;77470;ST FIACRE;;48.9379174307, 2.95705670409
77410;ST GERMAIN LAXIS;77950;ST GERMAIN LAXIS;;48.5738526106, 2.69879445507
77412;ST GERMAIN SUR ECOLE;77930;ST GERMAIN SUR ECOLE;;48.4690092081, 2.55644926131
77414;ST HILLIERS;77160;ST HILLIERS;;48.5896767151, 3.24326653179
77424;ST MARTIN DU BOSCHET;77320;ST MARTIN DU BOSCHET;;48.7632652303, 3.31883214084
77426;ST MERY;77720;ST MERY;;48.5850477632, 2.89649549396
77438;ST THIBAULT DES VIGNES;77400;ST THIBAULT DES VIGNES;;48.8816806976, 2.70264618038
77441;SAMOIS SUR SEINE;77920;SAMOIS SUR SEINE;;48.4560557931, 2.75252560303
77450;SERVON;77170;SERVON;;48.6935707994, 2.63183347569
77453;SIVRY COURTRY;77115;SIVRY COURTRY;;48.5423516758, 2.77150375047
77459;SOURDUN;77171;SOURDUN;;48.5414685058, 3.39619308726
77463;THOMERY;77810;THOMERY;;48.4043165887, 2.78049278049
77464;THORIGNY SUR MARNE;77400;THORIGNY SUR MARNE;;48.8816806976, 2.70264618038
77477;URY;77760;URY;;48.2952371456, 2.54278715647
